valor,pais_origem,pais_destino,hora,historico,risco
1015,Brasil,EUA,23,bom,baixo
262407,China,Alemanha,17,medio,medio
8314,EUA,China,0,bom,medio
420,Alemanha,Nigéria,10,bom,baixo
8805,EUA,EUA,14,bom,medio
25791,EUA,Alemanha,0,bom,medio
112133,China,Nigéria,11,ruim,medio
7729,Alemanha,Brasil,2,bom,medio
269617,Brasil,China,1,ruim,medio
10314,Brasil,China,19,bom,medio
63860,Brasil,Alemanha,20,ruim,medio
9652,EUA,EUA,20,bom,medio
119993,Brasil,Alemanha,13,ruim,medio
20567,China,EUA,8,bom,medio
232729,China,China,2,medio,medio
287328,EUA,EUA,7,ruim,medio
36172,Brasil,Alemanha,5,bom,medio
29128,Brasil,Nigéria,17,bom,medio
222538,Alemanha,Alemanha,14,medio,medio
172289,Brasil,EUA,3,ruim,medio
140,Brasil,Brasil,6,bom,baixo
284375,Alemanha,Brasil,20,ruim,medio
104048,Nigéria,Nigéria,7,ruim,medio
84483,China,China,14,medio,medio
127833,Alemanha,Brasil,18,medio,medio
155862,China,China,2,ruim,medio
13553,China,China,6,bom,medio
46466,Brasil,Alemanha,0,medio,medio
4689,China,Nigéria,14,bom,medio
200448,China,Nigéria,4,ruim,medio
4296,EUA,Brasil,15,bom,medio
8291,China,Brasil,9,bom,medio
263448,Nigéria,EUA,5,medio,medio
7955,Alemanha,China,8,bom,medio
203381,Brasil,Alemanha,14,medio,medio
204138,Brasil,China,17,medio,medio
85761,Nigéria,Nigéria,6,medio,medio
96123,Alemanha,Brasil,13,ruim,medio
88906,Nigéria,Brasil,3,medio,medio
39442,Brasil,EUA,18,bom,medio
32242,China,China,17,bom,medio
33112,EUA,China,5,medio,medio
2007,Brasil,EUA,19,bom,baixo
67871,Alemanha,Nigéria,20,medio,medio
336910,Brasil,EUA,23,medio,medio
157143,Brasil,Brasil,5,ruim,medio
14887,Alemanha,Nigéria,15,bom,medio
165430,China,Nigéria,10,ruim,medio
75463,EUA,Alemanha,2,medio,medio
1382,China,EUA,12,bom,baixo
2125,Brasil,Alemanha,16,medio,baixo
9746,China,Nigéria,18,bom,medio
15840,China,China,1,bom,medio
130163,Brasil,Nigéria,0,medio,medio
144278,China,EUA,15,medio,medio
138078,Alemanha,Alemanha,13,medio,medio
124978,Nigéria,EUA,7,medio,medio
9016,China,Alemanha,1,medio,medio
281622,China,Nigéria,20,ruim,medio
92293,EUA,China,4,medio,medio
185792,Alemanha,Brasil,23,ruim,medio
204388,China,Alemanha,10,medio,medio
8936,EUA,Alemanha,14,bom,medio
424050,Nigéria,EUA,18,medio,medio
209520,Brasil,EUA,1,medio,medio
87491,Brasil,Brasil,4,ruim,medio
108846,Alemanha,Nigéria,4,ruim,medio
136989,Brasil,EUA,20,ruim,medio
72496,Alemanha,Alemanha,4,ruim,medio
82664,Brasil,Nigéria,3,ruim,medio
118,Alemanha,China,10,bom,baixo
4158,Alemanha,EUA,16,bom,medio
275460,China,Brasil,14,medio,medio
25365,Alemanha,Alemanha,5,bom,medio
237330,Alemanha,EUA,6,medio,medio
463066,EUA,China,11,medio,medio
165706,China,China,2,ruim,medio
822,Brasil,China,2,bom,baixo
169145,Nigéria,Nigéria,17,medio,medio
29853,EUA,EUA,6,bom,medio
14969,EUA,China,18,bom,medio
5909,China,Alemanha,19,bom,medio
221436,China,China,19,medio,medio
188788,EUA,China,4,ruim,medio
2889,EUA,Alemanha,10,bom,baixo
1385178,Alemanha,Alemanha,16,medio,medio
626163,Nigéria,China,8,medio,medio
5756,Brasil,China,20,bom,medio
6468,Nigéria,EUA,21,bom,medio
10281,Brasil,Nigéria,20,bom,medio
19158,China,Brasil,17,bom,medio
6702,EUA,China,21,bom,medio
115469,EUA,EUA,22,medio,medio
4706,EUA,Nigéria,9,bom,medio
106431,Nigéria,EUA,11,medio,medio
472476,EUA,Alemanha,10,ruim,medio
35466,Brasil,China,3,ruim,medio
4608,EUA,Nigéria,14,bom,medio
282686,EUA,Nigéria,12,ruim,medio
90577,EUA,Brasil,18,bom,medio
316688,Alemanha,Alemanha,23,medio,medio
176612,China,China,2,medio,medio
22184,Alemanha,Alemanha,9,bom,medio
2401,EUA,Nigéria,8,bom,baixo
34497,EUA,China,7,bom,medio
241470,Nigéria,Nigéria,5,ruim,medio
91842,EUA,EUA,22,medio,medio
3674,EUA,Brasil,23,bom,baixo
54435,Nigéria,Nigéria,9,medio,medio
480452,Brasil,Alemanha,23,medio,medio
189306,Nigéria,Nigéria,22,medio,medio
3353,China,Brasil,1,bom,baixo
338,Nigéria,Alemanha,5,bom,baixo
1183019,EUA,China,0,medio,medio
125785,Brasil,Alemanha,4,medio,medio
282998,Brasil,EUA,23,ruim,medio
2990,EUA,Brasil,2,bom,baixo
7212,Alemanha,Brasil,14,bom,medio
251016,China,China,2,medio,medio
257775,Nigéria,EUA,5,medio,medio
329303,Nigéria,Alemanha,1,ruim,medio
20674,Nigéria,EUA,5,bom,medio
170613,Alemanha,China,3,ruim,medio
33658,Nigéria,Alemanha,10,ruim,medio
247281,China,EUA,2,ruim,medio
19923,EUA,EUA,23,bom,medio
18639,Alemanha,EUA,17,bom,medio
12871,Nigéria,Brasil,8,bom,medio
18006,Alemanha,EUA,18,bom,medio
152072,EUA,China,1,ruim,medio
145256,Nigéria,EUA,12,medio,medio
5052,EUA,Alemanha,5,ruim,medio
4687,Nigéria,EUA,2,bom,medio
64384,China,Alemanha,1,ruim,medio
533065,EUA,China,9,medio,medio
51329,Brasil,Nigéria,14,medio,medio
36806,Nigéria,Nigéria,19,medio,medio
5415,Brasil,Nigéria,4,bom,medio
205666,Alemanha,Brasil,13,ruim,medio
12020,Nigéria,Brasil,3,bom,medio
328068,Brasil,Brasil,0,ruim,medio
587568,Alemanha,Nigéria,17,ruim,medio
545778,Brasil,China,13,medio,medio
14042,Brasil,Brasil,8,medio,medio
1954,Brasil,Alemanha,18,bom,baixo
11477,EUA,China,2,bom,medio
150863,Nigéria,China,17,medio,medio
23749,EUA,China,8,bom,medio
48078,EUA,Nigéria,11,bom,medio
5270,China,Brasil,9,bom,medio
361471,Alemanha,Nigéria,9,ruim,medio
220326,Brasil,Alemanha,13,ruim,medio
34925,Brasil,Alemanha,3,bom,medio
80610,EUA,Alemanha,2,medio,medio
20661,Brasil,Nigéria,2,medio,medio
76310,China,Nigéria,5,medio,medio
9554,Nigéria,Alemanha,18,bom,medio
126874,Alemanha,Brasil,18,medio,medio
16267,EUA,Alemanha,11,bom,medio
9342,China,Brasil,23,bom,medio
6105,China,China,11,bom,medio
129733,China,Alemanha,23,ruim,medio
30079,Nigéria,Nigéria,10,medio,medio
583584,China,Brasil,17,medio,medio
462559,Nigéria,Alemanha,20,medio,medio
10007,China,China,17,bom,medio
180470,Brasil,EUA,5,ruim,medio
2416,EUA,Alemanha,5,medio,baixo
7555,Alemanha,EUA,14,bom,medio
3297,Brasil,Brasil,23,bom,baixo
160647,Alemanha,Alemanha,20,medio,medio
341163,Brasil,China,0,medio,medio
753130,Brasil,Nigéria,12,medio,medio
6480,Brasil,EUA,16,bom,medio
141797,Alemanha,Nigéria,8,medio,medio
5175,Nigéria,China,6,bom,medio
197213,Brasil,EUA,10,medio,medio
12226,Brasil,Nigéria,15,bom,medio
65311,Brasil,Alemanha,14,medio,medio
700283,Alemanha,EUA,11,medio,medio
82175,China,China,19,ruim,medio
31548,China,China,15,bom,medio
64782,Nigéria,EUA,2,ruim,medio
148023,China,Alemanha,16,medio,medio
305132,China,Nigéria,11,ruim,medio
19804,EUA,Alemanha,1,bom,medio
24215,Brasil,Nigéria,16,bom,medio
158908,Alemanha,China,7,medio,medio
11187,Nigéria,Nigéria,20,bom,medio
18010,EUA,Alemanha,16,bom,medio
13611,Alemanha,Alemanha,11,bom,medio
315472,China,Alemanha,2,ruim,medio
45870,Nigéria,EUA,21,medio,medio
39728,Brasil,Nigéria,1,medio,medio
355851,EUA,Nigéria,12,medio,medio
191600,China,Nigéria,2,medio,medio
516373,Nigéria,Brasil,17,medio,medio
314454,Nigéria,Brasil,22,ruim,medio
13754,Brasil,China,12,bom,medio
13649,Brasil,EUA,22,bom,medio
105493,Nigéria,China,20,ruim,medio
208033,Nigéria,EUA,9,ruim,medio
259925,China,Nigéria,6,medio,medio
364976,EUA,Nigéria,8,ruim,medio
259012,EUA,Nigéria,11,ruim,medio
123412,Brasil,China,16,ruim,medio
183751,EUA,China,21,ruim,medio
4487,EUA,Nigéria,12,bom,medio
1452,Nigéria,China,14,bom,baixo
705,Brasil,EUA,14,bom,baixo
4815,Alemanha,Brasil,18,bom,medio
150193,Nigéria,Brasil,15,medio,medio
694573,EUA,Brasil,5,medio,medio
612180,Brasil,Brasil,10,medio,medio
37968,Nigéria,EUA,16,bom,medio
622684,Brasil,Nigéria,18,medio,medio
10788,EUA,Alemanha,19,bom,medio
240001,China,China,14,ruim,medio
1967,EUA,China,3,bom,baixo
7376,Alemanha,China,21,bom,medio
274698,EUA,China,20,medio,medio
185462,Brasil,Nigéria,18,medio,medio
147422,Nigéria,China,11,medio,medio
3192,Nigéria,EUA,13,bom,baixo
43522,Alemanha,China,21,medio,medio
219643,Nigéria,Alemanha,9,medio,medio
60973,China,Alemanha,23,ruim,medio
229209,Brasil,China,7,ruim,medio
48719,China,Brasil,4,bom,medio
9806,Brasil,EUA,14,bom,medio
8799,Alemanha,Alemanha,8,bom,medio
16990,Brasil,China,11,bom,medio
213094,EUA,EUA,7,ruim,medio
433657,China,EUA,1,ruim,medio
35278,Alemanha,China,17,medio,medio
319025,Brasil,Brasil,16,ruim,medio
26645,Nigéria,Alemanha,21,ruim,medio
193329,Nigéria,Nigéria,22,medio,medio
1017733,Alemanha,Brasil,21,medio,medio
58458,China,EUA,15,ruim,medio
40920,Brasil,China,0,medio,medio
1074,EUA,EUA,21,bom,baixo
1024,EUA,Alemanha,23,ruim,baixo
479535,China,Brasil,13,medio,medio
22958,China,China,21,bom,medio
10891,EUA,Alemanha,13,medio,medio
269080,China,Alemanha,14,medio,medio
461419,China,Nigéria,3,medio,medio
156395,Alemanha,China,0,medio,medio
90625,Brasil,Brasil,14,ruim,medio
44007,China,China,15,bom,medio
234218,Alemanha,Alemanha,19,medio,medio
6461,EUA,China,11,bom,medio
92631,Alemanha,Alemanha,23,ruim,medio
4835,Brasil,Brasil,13,bom,medio
57390,EUA,EUA,6,medio,medio
135737,Alemanha,China,19,ruim,medio
237612,Alemanha,EUA,20,medio,medio
271489,Alemanha,China,1,medio,medio
113069,Alemanha,EUA,20,medio,medio
20293,Nigéria,EUA,0,bom,medio
122277,Brasil,Alemanha,21,medio,medio
96152,Nigéria,Alemanha,1,medio,medio
16278,Brasil,EUA,11,bom,medio
317507,China,EUA,8,ruim,medio
68247,EUA,EUA,20,medio,medio
5460,Alemanha,China,10,bom,medio
313129,EUA,Brasil,20,ruim,medio
25647,Brasil,Alemanha,5,bom,medio
116862,Nigéria,Alemanha,7,ruim,medio
10000000,Brasil,EUA,21,medio,medio
1103552,Brasil,China,9,medio,medio
7294,Nigéria,China,13,bom,medio
265100,Brasil,Alemanha,8,ruim,medio
110837,Brasil,Nigéria,13,medio,medio
9667,Alemanha,EUA,17,bom,medio
181952,Alemanha,China,0,ruim,medio
29549,EUA,China,4,ruim,medio
35588,Brasil,Alemanha,11,bom,medio
7604,Nigéria,EUA,19,ruim,medio
3396,Nigéria,China,5,bom,baixo
9100,Brasil,Alemanha,14,bom,medio
219127,Nigéria,Alemanha,23,medio,medio
316331,Nigéria,Nigéria,13,medio,medio
286397,Alemanha,China,4,medio,medio
273835,EUA,Nigéria,0,medio,medio
87589,China,China,9,medio,medio
35200,Nigéria,China,0,medio,medio
46930,China,Nigéria,10,medio,medio
60679,EUA,China,14,medio,medio
574119,Alemanha,EUA,23,ruim,medio
437527,Alemanha,China,13,medio,medio
7152,Brasil,China,6,bom,medio
22278,Nigéria,China,11,bom,medio
121405,EUA,Nigéria,15,medio,medio
127308,Alemanha,China,22,ruim,medio
6980,Nigéria,Alemanha,9,bom,medio
55719,Brasil,EUA,0,medio,medio
1351210,China,Brasil,2,medio,medio
3704,Alemanha,Brasil,7,bom,baixo
80549,Nigéria,China,13,medio,medio
420017,Alemanha,Nigéria,3,medio,medio
4769,China,EUA,6,medio,medio
82036,China,Alemanha,9,ruim,medio
974,EUA,China,2,bom,baixo
4983,Alemanha,Alemanha,17,bom,medio
51048,China,Alemanha,4,medio,medio
164516,EUA,Nigéria,19,ruim,medio
288623,China,Brasil,20,medio,medio
274208,Brasil,China,19,medio,medio
246,Alemanha,Brasil,23,bom,baixo
246007,Alemanha,EUA,4,medio,medio
19220,China,EUA,20,bom,medio
107516,Nigéria,EUA,23,medio,medio
17929,EUA,Brasil,12,bom,medio
478133,Brasil,EUA,7,ruim,medio
18367,Nigéria,Alemanha,13,bom,medio
309156,China,Alemanha,9,medio,medio
139950,Alemanha,China,13,ruim,medio
350137,Nigéria,Nigéria,15,medio,medio
340002,China,China,22,ruim,medio
230434,Alemanha,EUA,18,medio,medio
105065,Nigéria,Nigéria,6,ruim,medio
535530,China,China,6,medio,medio
12012,EUA,Brasil,0,bom,medio
215053,Brasil,China,12,medio,medio
483297,China,Nigéria,6,medio,medio
6805,China,Brasil,1,bom,medio
426712,Nigéria,Alemanha,20,medio,medio
141773,Brasil,Alemanha,6,ruim,medio
184799,Brasil,EUA,14,ruim,medio
59595,Nigéria,China,4,bom,medio
2050285,Nigéria,China,10,medio,medio
17279,EUA,China,12,bom,medio
21488,China,Nigéria,13,medio,medio
59055,Brasil,Brasil,7,bom,medio
418889,Nigéria,EUA,22,ruim,medio
93555,China,Alemanha,23,ruim,medio
26167,China,Nigéria,3,ruim,medio
431360,China,Alemanha,16,medio,medio
171768,Alemanha,Nigéria,9,medio,medio
18310,China,Nigéria,14,medio,medio
416268,Alemanha,EUA,23,medio,medio
94860,EUA,Nigéria,21,ruim,medio
7728,Nigéria,Nigéria,16,bom,medio
12366,China,Brasil,22,bom,medio
113556,Brasil,China,16,medio,medio
153,EUA,Nigéria,2,bom,baixo
351156,Brasil,Nigéria,2,ruim,medio
50089,EUA,Alemanha,20,ruim,medio
451905,EUA,EUA,16,ruim,medio
379454,EUA,Alemanha,1,medio,medio
359459,Alemanha,EUA,22,medio,medio
153497,EUA,Alemanha,13,ruim,medio
11023,Brasil,Brasil,13,bom,medio
340480,Nigéria,Nigéria,20,medio,medio
19476,China,Nigéria,9,bom,medio
208372,Brasil,Alemanha,11,medio,medio
18639,China,EUA,15,bom,medio
16427,Brasil,Alemanha,16,bom,medio
7709,EUA,Nigéria,18,bom,medio
24159,EUA,Brasil,14,bom,medio
4968,Brasil,EUA,1,bom,medio
18590,EUA,EUA,12,bom,medio
54952,China,China,15,ruim,medio
198945,Nigéria,China,0,medio,medio
61132,Alemanha,Brasil,21,medio,medio
145202,EUA,EUA,7,medio,medio
30337,EUA,Nigéria,3,bom,medio
269698,Nigéria,Nigéria,15,ruim,medio
15478,Nigéria,EUA,0,ruim,medio
50856,EUA,China,11,bom,medio
302356,Alemanha,Nigéria,8,medio,medio
70847,Brasil,Brasil,0,medio,medio
35144,Nigéria,Alemanha,1,bom,medio
14508,Brasil,Nigéria,2,medio,medio
30864,EUA,China,10,medio,medio
8451,EUA,EUA,6,medio,medio
49991,Nigéria,Nigéria,22,bom,medio
1537,China,Brasil,13,bom,baixo
51689,Nigéria,Alemanha,2,bom,medio
38834,EUA,EUA,2,bom,medio
202536,Alemanha,Brasil,19,medio,medio
122,Alemanha,Brasil,21,bom,baixo
107655,Brasil,Brasil,19,medio,medio
87684,Nigéria,China,13,ruim,medio
71183,Brasil,Alemanha,5,medio,medio
437005,EUA,EUA,11,ruim,medio
4419,Alemanha,Brasil,6,bom,medio
8357,Brasil,EUA,3,bom,medio
291832,Brasil,EUA,11,medio,medio
5196,Brasil,Brasil,10,bom,medio
30191,China,Brasil,11,bom,medio
351490,China,EUA,20,medio,medio
210963,Brasil,Brasil,8,medio,medio
19293,China,China,10,bom,medio
550275,Alemanha,Brasil,23,medio,medio
176484,Alemanha,Alemanha,3,medio,medio
67997,Brasil,Brasil,16,ruim,medio
77664,Brasil,Nigéria,1,ruim,medio
218244,Alemanha,EUA,13,medio,medio
193112,China,Alemanha,17,medio,medio
27089,EUA,China,23,bom,medio
156123,Nigéria,China,22,ruim,medio
140839,Alemanha,Brasil,9,ruim,medio
255344,Brasil,Alemanha,23,medio,medio
2941,China,Alemanha,18,bom,baixo
1163,EUA,Alemanha,16,bom,baixo
13726,EUA,Brasil,23,bom,medio
165612,Alemanha,Brasil,23,medio,medio
22205,EUA,Alemanha,9,bom,medio
125942,Alemanha,Nigéria,21,medio,medio
230157,Brasil,Nigéria,5,ruim,medio
181590,Brasil,Alemanha,6,medio,medio
98656,EUA,China,21,medio,medio
240734,Nigéria,China,10,medio,medio
26770,Alemanha,Alemanha,9,bom,medio
4375,China,China,4,bom,medio
21651,Nigéria,EUA,12,bom,medio
1097,China,EUA,22,bom,baixo
24640,Nigéria,Brasil,17,medio,medio
193011,Alemanha,China,9,ruim,medio
251490,EUA,Brasil,23,medio,medio
21108,Alemanha,Alemanha,14,medio,medio
279400,China,Alemanha,20,ruim,medio
6224,EUA,Nigéria,21,ruim,medio
41862,EUA,EUA,22,ruim,medio
122709,Alemanha,Nigéria,7,ruim,medio
91639,Brasil,Alemanha,15,medio,medio
432917,China,EUA,18,ruim,medio
14950,EUA,Alemanha,3,bom,medio
221481,Alemanha,EUA,23,medio,medio
54349,Brasil,China,5,medio,medio
77453,Nigéria,Nigéria,1,ruim,medio
82194,EUA,China,23,ruim,medio
153605,Nigéria,EUA,18,ruim,medio
132701,Nigéria,Nigéria,11,medio,medio
265703,Nigéria,Nigéria,2,ruim,medio
17333,Alemanha,Brasil,22,bom,medio
89355,Alemanha,China,17,ruim,medio
47247,EUA,Nigéria,11,ruim,medio
498975,China,China,12,ruim,medio
24835,EUA,EUA,13,bom,medio
420590,EUA,China,14,medio,medio
4559,Alemanha,Brasil,18,bom,medio
180717,EUA,Nigéria,22,ruim,medio
110858,EUA,Alemanha,22,medio,medio
454187,Alemanha,Nigéria,13,medio,medio
68894,Brasil,Brasil,4,medio,medio
21234,Alemanha,Nigéria,18,bom,medio
7434,China,Brasil,13,bom,medio
238372,EUA,China,17,ruim,medio
255975,Nigéria,China,15,medio,medio
5862,Nigéria,China,16,medio,medio
1159010,China,Brasil,22,medio,alto
188524,Nigéria,China,14,ruim,medio
269262,Nigéria,Nigéria,2,medio,medio
225066,Nigéria,Nigéria,22,medio,medio
161982,Brasil,Nigéria,2,medio,medio
66752,China,Brasil,11,medio,medio
5399,EUA,Brasil,19,bom,medio
115032,EUA,Alemanha,9,medio,medio
220335,EUA,Alemanha,19,ruim,medio
212911,Brasil,Nigéria,10,ruim,medio
287102,EUA,Alemanha,20,ruim,medio
53622,EUA,Alemanha,17,medio,medio
90107,EUA,Alemanha,12,bom,medio
81329,China,Nigéria,21,medio,medio
153240,China,Brasil,8,medio,medio
61940,Alemanha,EUA,0,medio,medio
15972,Alemanha,Nigéria,22,bom,medio
20710,EUA,Alemanha,6,bom,medio
178637,Alemanha,Nigéria,23,ruim,medio
189887,Brasil,EUA,22,ruim,medio
5341,Alemanha,Alemanha,12,bom,medio
80037,Alemanha,China,9,medio,medio
472,Alemanha,EUA,0,bom,baixo
93925,Alemanha,EUA,17,ruim,medio
58486,China,Alemanha,7,ruim,medio
236528,China,Alemanha,13,medio,medio
128385,Alemanha,Alemanha,8,medio,medio
160220,Nigéria,Brasil,10,medio,medio
7779,EUA,Alemanha,2,bom,medio
7258,Nigéria,Alemanha,11,bom,medio
28069,Nigéria,Alemanha,20,medio,medio
34603,Brasil,Brasil,5,ruim,medio
524241,Nigéria,China,13,medio,medio
75307,Alemanha,Brasil,12,medio,medio
40002,Alemanha,Nigéria,19,medio,medio
1083,China,Nigéria,23,medio,baixo
589,Alemanha,China,19,ruim,baixo
33639,Nigéria,Brasil,2,bom,medio
1508,Nigéria,China,23,bom,baixo
162892,China,China,19,medio,medio
592590,Brasil,EUA,22,medio,medio
296380,EUA,EUA,18,medio,medio
22720,Alemanha,China,20,bom,medio
434057,China,China,4,ruim,medio
2390,China,EUA,6,bom,baixo
52142,China,Alemanha,14,ruim,medio
14690,Alemanha,Alemanha,10,bom,medio
177294,Nigéria,Brasil,10,ruim,medio
166630,Nigéria,EUA,10,medio,medio
443,China,Brasil,20,bom,baixo
378398,Alemanha,Nigéria,10,medio,medio
377978,Brasil,Alemanha,14,medio,medio
211536,EUA,Brasil,10,medio,medio
176631,EUA,Nigéria,19,medio,medio
44786,EUA,Nigéria,16,bom,medio
31701,China,Brasil,13,medio,medio
8879,Alemanha,Alemanha,18,bom,medio
94327,Brasil,Nigéria,12,medio,medio
104282,EUA,EUA,20,medio,medio
287861,EUA,China,8,medio,medio
1283,Brasil,EUA,6,bom,baixo
136624,EUA,Alemanha,8,medio,medio
166025,China,Alemanha,7,medio,medio
36585,Alemanha,Brasil,3,ruim,medio
780886,Alemanha,Alemanha,21,medio,medio
223385,China,Nigéria,20,medio,medio
4097,Brasil,EUA,10,bom,medio
259897,Brasil,Nigéria,23,ruim,medio
11840,Nigéria,China,4,bom,medio
253193,Brasil,Brasil,18,medio,medio
193637,Alemanha,EUA,9,medio,medio
1018202,China,EUA,1,medio,medio
229103,Brasil,Brasil,4,medio,medio
10897,Nigéria,China,9,bom,medio
12706,China,Brasil,0,bom,medio
2700,China,EUA,12,bom,baixo
8435,EUA,Brasil,7,bom,medio
63723,Alemanha,EUA,21,medio,medio
9317,Nigéria,Alemanha,5,bom,medio
40959,Nigéria,Brasil,1,medio,medio
148906,Alemanha,Brasil,22,medio,medio
942,China,China,21,medio,baixo
6660,Brasil,Brasil,21,bom,medio
7131,Alemanha,Brasil,16,bom,medio
13015,Alemanha,Brasil,4,bom,medio
2074,China,Nigéria,13,bom,baixo
9220,Nigéria,Nigéria,8,bom,medio
23357,Nigéria,EUA,0,bom,medio
195655,EUA,Nigéria,18,medio,medio
300004,EUA,Brasil,12,ruim,medio
10745,Alemanha,China,0,bom,medio
11196,Nigéria,China,0,bom,medio
412313,EUA,EUA,2,medio,medio
2131,China,Nigéria,8,bom,baixo
10422,Brasil,Nigéria,3,bom,medio
251006,Brasil,China,6,ruim,medio
1933,Alemanha,Brasil,19,bom,baixo
221710,EUA,Nigéria,18,ruim,medio
3154873,China,Nigéria,6,medio,medio
154340,Alemanha,Alemanha,4,medio,medio
4701,Nigéria,Nigéria,10,bom,medio
137892,Nigéria,Brasil,5,medio,medio
337039,Nigéria,Brasil,11,ruim,medio
182211,EUA,Nigéria,21,medio,medio
13712,Brasil,Brasil,4,bom,medio
180516,EUA,Alemanha,16,ruim,medio
3984,Brasil,China,2,bom,baixo
17697,EUA,Nigéria,15,bom,medio
1350,EUA,China,6,bom,baixo
226796,Nigéria,China,21,medio,medio
5397,Alemanha,Alemanha,5,bom,medio
7847,EUA,Alemanha,21,bom,medio
263822,EUA,Nigéria,8,medio,medio
203405,EUA,Brasil,3,medio,medio
6073,Alemanha,China,5,bom,medio
13325,Nigéria,Alemanha,23,bom,medio
12038,Nigéria,Nigéria,14,bom,medio
290690,Alemanha,China,17,ruim,medio
117027,EUA,Alemanha,2,medio,medio
8712,Nigéria,China,7,bom,medio
2016,Nigéria,Brasil,19,bom,baixo
33667,Brasil,Alemanha,20,medio,medio
343850,Nigéria,Alemanha,6,ruim,medio
15563,China,Alemanha,0,bom,medio
13375,China,Alemanha,20,bom,medio
20236,Nigéria,Brasil,16,medio,medio
15668,Brasil,China,7,medio,medio
14436,Alemanha,EUA,0,bom,medio
49240,China,Brasil,20,bom,medio
109012,Alemanha,Nigéria,17,medio,medio
210598,Brasil,Alemanha,16,medio,medio
39707,Nigéria,Alemanha,14,ruim,medio
87235,Nigéria,Alemanha,12,ruim,medio
92296,China,Alemanha,1,medio,medio
287544,China,China,21,medio,medio
17543,Nigéria,Brasil,7,ruim,medio
5587,Alemanha,EUA,8,bom,medio
2348,Nigéria,Brasil,6,bom,baixo
408676,Brasil,EUA,12,medio,medio
6180,EUA,Nigéria,18,bom,medio
228579,Brasil,Brasil,19,medio,medio
5286,EUA,EUA,12,bom,medio
78563,EUA,Brasil,14,medio,medio
5872,Alemanha,Alemanha,13,bom,medio
10485,China,China,12,bom,medio
14861,Brasil,EUA,9,medio,medio
117901,China,Nigéria,3,ruim,medio
36705,Alemanha,EUA,1,medio,medio
261871,Brasil,Nigéria,10,medio,medio
8492,Nigéria,China,11,bom,medio
22503,EUA,Alemanha,14,bom,medio
281037,China,EUA,15,medio,medio
133480,EUA,EUA,10,medio,medio
6789,Nigéria,Brasil,3,bom,medio
99331,China,Alemanha,0,medio,medio
37426,Nigéria,EUA,7,medio,medio
42959,EUA,Nigéria,13,ruim,medio
10262,China,China,11,bom,medio
170900,Brasil,China,4,ruim,medio
149376,China,Brasil,20,medio,medio
3330,Alemanha,China,2,bom,baixo
78802,Nigéria,Brasil,19,medio,medio
6630,Alemanha,EUA,13,medio,medio
85998,Nigéria,Nigéria,22,ruim,medio
140664,Alemanha,China,7,ruim,medio
41656,Alemanha,Alemanha,0,medio,medio
1939,Alemanha,Nigéria,7,bom,baixo
455025,Nigéria,Nigéria,7,medio,medio
285998,Alemanha,China,1,medio,medio
123144,Nigéria,Alemanha,20,medio,medio
32835,Nigéria,Brasil,11,ruim,medio
604655,Brasil,Brasil,11,ruim,medio
60787,Brasil,Nigéria,7,ruim,medio
54324,Alemanha,Alemanha,5,ruim,medio
240075,Alemanha,Brasil,22,medio,medio
164835,EUA,Alemanha,3,medio,medio
19082,Alemanha,Nigéria,6,ruim,medio
629547,Nigéria,China,4,medio,medio
22099,EUA,China,5,ruim,medio
60538,EUA,China,15,medio,medio
352082,Alemanha,Nigéria,23,medio,medio
101831,EUA,Alemanha,1,medio,medio
51868,Nigéria,China,16,bom,medio
24860,China,Nigéria,11,medio,medio
2209,Brasil,Nigéria,1,bom,baixo
10657,Alemanha,China,20,bom,medio
44313,Nigéria,Alemanha,14,bom,medio
529295,Nigéria,Nigéria,12,ruim,medio
262708,EUA,Alemanha,21,medio,medio
230168,Brasil,Nigéria,5,medio,medio
7185,China,Alemanha,23,bom,medio
6718,China,Nigéria,5,bom,medio
12948,China,Alemanha,3,bom,medio
9215,Nigéria,Nigéria,7,bom,medio
835,EUA,China,5,bom,baixo
724108,Brasil,EUA,13,medio,medio
186779,Brasil,EUA,22,medio,medio
258099,Nigéria,Alemanha,4,medio,medio
210586,EUA,China,20,medio,medio
56966,EUA,China,8,ruim,medio
38880,EUA,Alemanha,6,medio,medio
151449,Nigéria,Brasil,1,ruim,medio
3727,China,Brasil,16,bom,baixo
69235,China,Brasil,16,ruim,medio
1540,China,Brasil,0,bom,baixo
216525,Alemanha,China,8,medio,medio
276,Nigéria,Brasil,1,medio,baixo
12770,China,Alemanha,13,bom,medio
198168,Brasil,Alemanha,6,medio,medio
76802,Alemanha,China,14,medio,medio
25219,Brasil,Alemanha,7,ruim,medio
247746,Nigéria,Alemanha,17,ruim,medio
4361,Nigéria,EUA,22,bom,medio
84124,Brasil,Nigéria,8,medio,medio
1260,EUA,Nigéria,4,medio,baixo
39158,EUA,China,23,medio,medio
99977,Nigéria,Alemanha,23,medio,medio
177722,EUA,Brasil,4,medio,medio
401640,Nigéria,Brasil,18,medio,medio
403372,EUA,Brasil,21,ruim,medio
94596,EUA,China,20,medio,medio
177805,EUA,EUA,14,medio,medio
63294,Alemanha,Nigéria,18,ruim,medio
181066,Nigéria,EUA,9,ruim,medio
14599,EUA,EUA,13,bom,medio
385991,Alemanha,Nigéria,15,medio,medio
184734,Alemanha,Brasil,12,ruim,medio
